MLA-C01 • DOMAIN 1,THUẬT NGỮ & KEYWORD,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
210 mục • 16 cột,197 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,13 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Missing not at random (MNAR),"• Depends on missing value
• Informative missingness
• Investigate mechanism",Thiếu không ngẫu nhiên,Missingness still depends on an unobserved or missing value after accounting for observed data.,Khả năng thiếu vẫn phụ thuộc giá trị chưa quan sát hoặc chính giá trị bị thiếu sau khi xét thông tin đã có.,"Missingness có thể chứa tín hiệu nghiệp vụ. Cần tìm nguyên nhân thu thập, bổ sung nguồn nếu có thể và đánh giá các giả định thay vì điền một thống kê chung rồi cho rằng vấn đề đã hết.","Người có thu nhập rất cao có xu hướng không khai thu nhập, kể cả sau khi xét các thuộc tính đã ghi nhận. Median của người có khai có thể không đại diện nhóm bị thiếu.",Điều tra dữ liệu tài chính/khảo sát có thiếu mang tính hệ thống; cân nhắc missing indicator và đánh giá độ nhạy của kết quả theo cách xử lý.,Không thể biết chính xác giá trị thật chỉ vì nhận ra MNAR. Điền mean/median hoặc bỏ dòng có thể giữ lại hay làm tăng bias.,Processing; Data Wrangler,Domain 1,1.3,Validate Data • Missingness,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Mean,"• Arithmetic average
• Sensitive to extremes
• Sum / count",Trung bình cộng,The arithmetic mean is the sum of numeric observations divided by their count.,Trung bình cộng bằng tổng các quan sát số chia cho số quan sát.,"Mỗi giá trị đều ảnh hưởng trực tiếp nên một điểm rất lớn/nhỏ có thể kéo mean lệch xa phần lớn dữ liệu. Có ích để mô tả mức trung bình, đặc biệt khi phân phối tương đối đối xứng.","[10, 11, 12, 13, 104] có mean = 150/5 = 30, trong khi phần lớn giá trị quanh 10–13. Đây là ví dụ tự tính để so sánh với median.",Có thể dùng mean imputation cho numeric nếu phù hợp phân phối; mean dùng để điền phải tính từ train.,Không dùng mean cho mã danh mục vì phép cộng mã thường không có ý nghĩa. Mean không phải lựa chọn robust khi có đuôi dài/outlier.,pandas; Data Wrangler; DataBrew,Domain 1,1.2,Validate Data • Outliers,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Median,"• Middle sorted value
• Robust central tendency
• Skew / outliers",Trung vị,"The median is the middle value of ordered observations, or the mean of the two middle values for an even count.","Trung vị là giá trị ở giữa dãy đã sắp xếp; nếu có số phần tử chẵn, lấy trung bình hai giá trị giữa.","Median phụ thuộc thứ tự hơn là độ lớn tuyệt đối của từng cực trị nên ít bị kéo bởi một outlier. Thường hữu ích với thu nhập, thời lượng và dữ liệu lệch.","[10, 11, 12, 13, 104] có median = 12; đổi 104 thành 1.004 vẫn có median 12. [10, 12, 14, 100] có median = 13.",Mô tả giá trị điển hình và điền numeric bị thiếu khi cần ít nhạy với extreme values; fit median trên train.,Median không tự loại outlier và không giải quyết việc trộn nhiều quần thể khác nhau. Phải xét nhóm dữ liệu và mục tiêu thay vì luôn chọn median.,pandas; Data Wrangler; DataBrew,Domain 1,1.2,Validate Data • Outliers,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Mode,"• Most frequent value
• Categorical imputation
• Majority dominance",Giá trị xuất hiện nhiều nhất,The mode is a value occurring with the greatest frequency in a dataset.,Mode là giá trị có tần suất xuất hiện cao nhất trong tập dữ liệu.,Dùng được cho categorical vì không cần thứ tự hay phép cộng. Có thể có nhiều mode khi tần suất cao nhất bằng nhau; quy tắc xử lý hòa cần nhất quán.,"[red, red, blue, green] có mode red. Missing category có thể được điền red nếu phù hợp, hoặc dùng Unknown để giữ tín hiệu thiếu.",Một chiến lược phổ biến để impute categorical; chỉ lấy mode từ training data.,Điền tất cả missing bằng lớp phổ biến làm nhóm đó càng áp đảo; cân nhắc cơ chế thiếu và không điền target label tùy tiện.,pandas; Data Wrangler,Domain 1,1.2,Validate Data • Missingness,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Natural outlier,"• Valid extreme
• Preserve useful signal
• Context before removal","Ngoại lai tự nhiên, có thật",A natural outlier is an unusual observation that accurately reflects a real event or entity.,Quan sát cực trị nhưng phản ánh đúng một sự kiện hoặc thực thể có thật.,"Kiểm tra tính hợp lý bằng nguồn và nghiệp vụ. Có thể giữ, biến đổi log hoặc dùng phương pháp robust để giảm ảnh hưởng; lựa chọn phụ thuộc tín hiệu model cần học.",Mức lương 3.000.000 USD/năm hiếm nhưng có thể đúng. Xóa vì lớn hơn mọi người khác có thể làm mất nhóm thu nhập cao cần dự đoán.,"Khi extreme value được xác nhận hợp lệ hoặc là chính hiện tượng quan tâm, như giao dịch hiếm hoặc thiết bị sắp hỏng.",Không đồng nhất rare với wrong. Biến đổi/capping cũng làm thay đổi tín hiệu và phải được đánh giá trên dữ liệu giữ riêng.,Data Wrangler; Processing,Domain 1,1.2,Validate Data • Outliers,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Artificial outlier,"• Collection or entry error
• Verify / correct
• Invalid extreme",Ngoại lai do lỗi,"An artificial outlier is an extreme observation introduced by an error in collection, measurement, or entry.","Giá trị cực trị sinh ra do lỗi thu thập, đo lường hoặc nhập liệu.","Đối chiếu nguồn, đơn vị và vị trí cột trước. Nếu biết giá trị đúng thì sửa; nếu không thì đánh dấu missing hoặc loại phần không dùng được theo quy tắc được ghi lại.",Tuổi 154 trong khảo sát thông thường là dấu hiệu cần kiểm tra. Giá trị có kiểu số hợp lệ nhưng vẫn có thể sai nghiệp vụ; bài minh họa loại dữ liệu lỗi.,Làm sạch trước profiling/balance để các lỗi không làm sai phân phối và thống kê imputation.,Không áp một ngưỡng tuổi cứng cho mọi bài toán. Một ô sai không mặc định buộc xóa cả dòng có nhiều thông tin hữu ích.,Data Wrangler; DataBrew,Domain 1,1.2,Validate Data • Outliers,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Data validity / conformance,"• Expected type and range
• Format rules
• Valid ≠ accurate",Tính hợp lệ theo quy tắc,"Validity describes whether data conforms to specified types, formats, ranges, and allowed values.","Dữ liệu hợp lệ khi tuân thủ kiểu, định dạng, miền giá trị và ràng buộc đã đặt ra.","Biến yêu cầu thành rule: ngày parse được, state thuộc tập cho phép, amount nằm trong miền phù hợp. Validation có thể chạy trước/sau transform vì ép kiểu và join có thể tạo lỗi mới.",State='Masters/PhD' sai miền danh mục dù là chuỗi hợp lệ. Age=154 có thể qua kiểm tra numeric nhưng cần kiểm tra plausibility nghiệp vụ.,Lọc lỗi cấu trúc và giá trị trước bàn giao training dataset; kiểm tra cả schema lẫn nội dung.,Đúng schema không chứng minh đúng thực tế: ngày sinh sai nhưng vẫn đúng định dạng vẫn có thể pass. Không nhập giá trị đoán để làm rule pass.,AWS Glue Data Quality; DataBrew,Domain 1,1.3,Validate Data • Quality,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Uniqueness,"• No unintended repetition
• Defined key
• Duplicate checks",Tính duy nhất,Uniqueness means that records or key values do not repeat where the data contract requires one occurrence.,Bản ghi hoặc khóa không lặp ở nơi quy tắc dữ liệu yêu cầu chỉ xuất hiện một lần.,"Xác định đơn vị cần duy nhất: response_id, event_id hoặc khóa ghép. Khóa đúng phụ thuộc grain của dataset; kiểm tra uniqueness khác với kiểm tra completeness.",Một survey response bị nhập hai lần từ web và mailer chỉ nên được tính một lần; cùng customer có nhiều giao dịch thật vẫn hợp lệ.,"DQ rule để phát hiện trùng gây lệch tần suất, tăng storage và tạo leakage giữa train/test.",Distinct count và số hàng unique không phải lúc nào cùng đại lượng. Customer_id không cần unique trong bảng sự kiện; đừng xóa lịch sử hợp lệ.,AWS Glue Data Quality; Glue; pandas,Domain 1,1.3,Validate Data • Quality,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Data reliability,"• Trustworthy data process
• Repeatable checks
• Consistent collection",Độ tin cậy của dữ liệu,"Data reliability concerns whether data and the process producing it can be trusted to give consistent, dependable information.","Mức đáng tin của dữ liệu và quy trình tạo ra nó trong việc cung cấp thông tin ổn định, có thể kiểm chứng.","Theo dõi nguồn, cách đo, phiên bản, lỗi thu thập và kết quả validation qua nhiều lần chạy. Sự nhất quán của quy trình giúp giải thích và tái lập các bước chuẩn bị dữ liệu.","Cùng định nghĩa doanh thu, cùng phiên bản nguồn và transformation cho phép đối soát kết quả ETL giữa các lần chạy.","Đánh giá mức tin cậy trước training; kết hợp accuracy, completeness và consistency thay vì chỉ kiểm tra file đọc được.",Reliable data không bảo đảm model cho chất lượng giống nhau ở mọi môi trường hoặc khi phân phối thay đổi. Đừng nhầm reliability với accuracy của một dự đoán.,Glue Data Quality; CloudWatch; Data Catalog,Domain 1,1.3,Validate Data • Integrity,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Data security for validation,"• Access control
• Encryption
• Protect against tampering",Bảo vệ dữ liệu trong quá trình kiểm định,"Data security protects data from unauthorized access, modification, disclosure, or corruption.","Bảo vệ dữ liệu khỏi đọc, sửa, tiết lộ hoặc phá hỏng trái phép trong suốt vòng đời.","Giới hạn quyền đến raw/cleaned datasets, mã hóa khi lưu/truyền, xử lý PII và bảo vệ log/output. Kiểm định phải xét cả dữ liệu đúng và quyền xử lý dữ liệu đó.",Annotator chỉ nhận phần dữ liệu cần gán nhãn; bản xuất huấn luyện không chứa định danh không cần thiết; ghi nguồn và phiên bản cho audit.,"Có dữ liệu nhạy cảm, nhiều team cùng xử lý hoặc corpus có nguy cơ bị sửa/đầu độc.",Mã hóa không sửa nội dung sai và masking không tự làm dữ liệu hoàn toàn ẩn danh. Shared responsibility yêu cầu bạn cấu hình quyền và kiểm tra đầu ra.,IAM; KMS; S3; Comprehend,Domain 1,1.3,Validate Data • Integrity,Skill Builder,https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA,14/09/2026
Data Quality Definition Language (DQDL),"• Ruleset
• Case-sensitive rules
• Pass / fail",Ngôn ngữ định nghĩa chất lượng dữ liệu,DQDL is the rule language used by AWS Glue Data Quality to express checks on datasets.,DQDL diễn đạt những điều kiện chất lượng có thể thực thi bằng AWS Glue Data Quality.,"Một ruleset chứa các rule có tên và tham số đúng cú pháp; kết quả dùng để báo cáo và điều khiển pipeline. Chọn rule phù hợp cột, nghiệp vụ và mức chấp nhận.","Rules = [IsComplete ""record_id"", IsUnique ""record_id""] yêu cầu khóa có mặt và không trùng. Đây là hai yêu cầu độc lập.","Biến kiểm tra thủ công thành kiểm tra tự động, lặp lại và quản lý phiên bản trước bước xuất dữ liệu train.",DQDL phân biệt chữ hoa/chữ thường. Rule pass không chứng minh dataset không bias; rule fail chỉ chặn job nếu hành vi chặn được cấu hình.,AWS Glue Data Quality,Domain 1,1.3,Validate Data • Quality,Skill Builder,"https://skillbuilder.aws/learn/W9E1MCC15B/aws-ml-engineer-associate--validate-data-and-prepare-for-modeling/815QR5D1ZA
https://docs.aws.amazon.com/glue/latest/dg/dqdl.html",14/09/2026
