MLA-C01 • DOMAIN 2,THUẬT NGỮ & KEYWORD,Choose • Train • Customize • Evaluate,,,,,,,,,,,,,
164 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / ví dụ / điều kiện,Analyze / Evaluate: +42 mục • mở rộng 13,,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: O • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Evaluation rubric,"• EXPLICIT DIMENSIONS
• SHARED RATING SCALE
• ANCHOR EXAMPLES",Bộ tiêu chí và thang điểm chấm,"An evaluation rubric defines the dimensions, scoring scale, and criteria used to assess outputs consistently.","Mô tả rõ cần chấm điều gì, chấm theo thang nào và thế nào là tốt/xấu để người hoặc model chấm nhất quán.","Xác định helpfulness, correctness, tone, safety hoặc groundedness theo use case; đưa mức điểm và ví dụ chuẩn. Giữ rubric version cùng dataset khi so các hệ thống.","Helpfulness 1–5: điểm cao phải giải quyết nhu cầu, đúng ngữ cảnh và đủ thông tin; câu trôi chảy nhưng lạc đề không được chấm cao.",Chuẩn hóa human evaluation và LLM-as-a-judge; giảm kết quả dựa vào cảm giác cá nhân.,"Thang 1–5 hay 0–1 là lựa chọn của rubric/metric, không quy luật chung. Không trộn điểm các version rubric mà không kiểm tra tính so sánh.",Bedrock Evaluations; human reviewers,Domain 2,2.3,Human and judge evaluation,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Inter-rater agreement and calibration,"• MULTIPLE REVIEWERS
• SAME ITEM
• RESOLVE DISAGREEMENT",Độ đồng thuận và hiệu chuẩn người chấm,Inter-rater agreement measures consistency among reviewers evaluating the same items.,"Đo mức nhất quán giữa những người chấm cùng các output, giúp phát hiện rubric mơ hồ hoặc cách hiểu khác nhau.","Cho nhiều reviewer chấm một tập overlap, so kết quả và thảo luận bất đồng theo rubric; hiệu chỉnh hướng dẫn trước khi chấm rộng. Lưu từng rating để nhìn độ phân tán, không chỉ average.",Hai reviewers thường chấm helpfulness 2 và 5 cho cùng đáp án → kiểm tra tiêu chí đủ thông tin và domain knowledge trước khi lấy trung bình.,Đánh giá tiêu chí chủ quan hoặc phức tạp; kiểm soát chất lượng human labels cho benchmark.,Đồng thuận cao không tự chứng minh đúng sự thật nếu mọi reviewer cùng hiểu sai. Một metric agreement cụ thể cần chọn theo thang điểm và thiết kế; bài không bắt buộc một công thức duy nhất.,Bedrock human evaluation; domain reviewers,Domain 2,2.3,Human and judge evaluation,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
BLEU,"• N-GRAM PRECISION
• MACHINE TRANSLATION
• BREVITY PENALTY",Điểm BLEU đánh giá độ trùng cụm từ,"BLEU measures modified n-gram precision against reference translations, with a penalty for overly short outputs.","Đo mức trùng n-gram với bản tham chiếu theo precision đã hiệu chỉnh, có phạt đầu ra quá ngắn.","Tên đầy đủ Bilingual Evaluation Understudy. Kết hợp precision của nhiều độ dài n-gram; clipping giới hạn số lần một từ/cụm được tính đúng theo reference, giảm việc lặp từ để tăng điểm.",Dùng so hệ thống dịch trên cùng tập reference; bản paraphrase đúng nghĩa nhưng từ khác có thể có BLEU thấp.,"Đánh giá dịch máy, đo nhanh độ khớp bề mặt theo benchmark cố định.","Không đo trực tiếp factuality, helpfulness hoặc safety. Điểm phụ thuộc tokenization/reference và cách tổng hợp; không coi BLEU=.8 là 80% facts đúng.",NLP evaluation code; evaluation harness,Domain 2,2.3,NLP metrics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://aclanthology.org/P02-1040/",15/09/2026
ROUGE and ROUGE-L,"• REFERENCE COVERAGE
• SUMMARIZATION
• LONGEST COMMON SUBSEQUENCE",Họ metric ROUGE và biến thể ROUGE-L,ROUGE compares generated text with references; ROUGE-L uses longest common subsequences.,ROUGE so văn bản sinh với reference; ROUGE-L dựa trên dãy con chung dài nhất.,"ROUGE thường dùng cho summarization và nhấn mạnh nội dung reference được bao phủ; ROUGE-N xét n-grams, ROUGE-L xét thứ tự qua subsequence. Các implementation có thể báo precision, recall và F1 nên phải ghi rõ variant.",ROUGE-L=.72 trong walkthrough chỉ là score của cấu hình đo đã dùng; không có nghĩa 72% câu trả lời đúng. LCS giữ thứ tự nhưng không yêu cầu các token liền nhau.,Đánh giá nhanh độ bao phủ và mức tương đồng bề mặt của summary với human references.,"Subsequence không phải substring liên tiếp. ROUGE cao vẫn có thể có hallucination, sai số tiền/ngày tháng hoặc thiếu hữu ích; paraphrase đúng có thể bị đánh giá thấp.",NLP evaluation code,Domain 2,2.3,NLP metrics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://aclanthology.org/W04-1013/",15/09/2026
BERTScore,"• CONTEXTUAL TOKEN EMBEDDINGS
• SEMANTIC MATCHING
• PRECISION / RECALL / F1",Điểm so khớp ngữ nghĩa theo embedding token,"BERTScore matches contextual token embeddings between candidate and reference text to derive precision, recall, and F1.","So token của output và reference bằng contextual embeddings để tính precision, recall và F1 theo mức tương đồng ngữ nghĩa.","Thay vì đòi đúng từng từ như n-gram overlap, tìm token tương ứng có cosine similarity cao. Cho credit cho paraphrase; ghi encoder/layer, tokenizer và tùy chọn scoring để tái lập.",“The delivery arrived late” và “The shipment was delayed” có thể tương đồng ngữ nghĩa dù ít trùng n-gram; walkthrough báo .85.,QA và summarization có nhiều cách diễn đạt đúng; bổ sung lexical metrics trong so candidate.,"Không đơn giản là một cosine giữa hai sentence embeddings. Score không tự kiểm tra facts, logic hoặc an toàn; không so số giữa các encoder/config mà bỏ qua khác biệt.",BERTScore library; NLP evaluation harness,Domain 2,2.3,NLP metrics,Skill Builder,"https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ
https://github.com/Tiiiger/bert_score",15/09/2026
Semantic similarity,"• MEANING OVER WORDING
• EMBEDDING COSINE
• NOT FACTUALITY",Độ tương đồng về ý nghĩa,"Semantic similarity measures closeness in meaning between texts, often through embedding representations.","Đo mức gần nhau về ý nghĩa, thường bằng embedding và một hàm similarity.",Sentence embeddings có thể dùng cosine=(a·b)/(||a|| ||b||). Hữu ích khi reference và generated response dùng từ khác nhưng truyền tải cùng nội dung; chọn encoder phù hợp ngôn ngữ/domain.,Hai câu diễn đạt lại cùng yêu cầu có thể có cosine cao; hai câu khác một từ phủ định hoặc con số vẫn có thể khá gần nhau trong embedding space.,Đánh giá paraphrase và mức liên quan ngữ nghĩa; bổ sung so khớp từ chính xác.,"Similarity cao không bảo đảm entailment/factual correctness. BERTScore dùng so token theo ngữ cảnh, không đồng nhất mọi semantic-similarity metric.",Embedding models; evaluation harness,Domain 2,2.3,NLP metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Faithfulness / groundedness evaluation,"• SUPPORTED BY CONTEXT
• UNSUPPORTED CLAIMS
• HIGHER IS BETTER",Đánh giá mức bám sát bằng chứng,Faithfulness evaluates whether a response's claims are supported by the supplied context.,Đánh giá các khẳng định trong câu trả lời có được nguồn/context cung cấp hỗ trợ hay không.,"Đưa question, retrieved passages và response cho evaluator; kiểm tra claim được chứng minh, mâu thuẫn hay tự thêm. Nếu context không đủ, hành vi thừa nhận thiếu thông tin có thể phù hợp hơn tự suy diễn.","Walkthrough: faithfulness .76→.88 sau khi siết grounding prompt. Đây là kết quả minh họa, không bảo đảm prompt tương tự luôn cải thiện đúng mức đó.",RAG và trả lời dựa trên tài liệu; phân biệt lỗi generator không bám nguồn với lỗi retriever không tìm được evidence.,Một claim ngoài context có thể đúng ngoài đời nhưng vẫn không faithful theo tiêu chí nguồn. Context sai có thể tạo câu faithful mà sai thực tế. Đừng coi groundedness bằng world-truth accuracy.,Bedrock RAG Evaluations; LLM-as-a-judge,Domain 2,2.3,Generation quality,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Helpfulness,"• USER NEED
• USEFUL AND ACTIONABLE
• END-TO-END VALUE",Mức hữu ích với nhu cầu người dùng,Helpfulness measures how effectively an output assists the user with the intended task.,Đo câu trả lời có giúp người dùng hoàn thành nhu cầu thực tế hay không.,"Xem mức đáp ứng yêu cầu, chi tiết cần thiết, tính phù hợp ngữ cảnh và khả năng sử dụng. Có thể chấm bằng rubric của người hoặc judge; phân tích theo topic để tránh điểm trung bình che lỗi.",Support assistant: câu văn đẹp nhưng không giải quyết vấn đề billing có thể không helpful. Walkthrough helpfulness judge .84 khác tỷ lệ human “helpful” 78%.,Đánh giá trải nghiệm thật và readiness của chatbot/assistant.,Điểm số .84 theo rubric không tự bằng 84% người dùng hài lòng. Helpfulness cao không cho phép bỏ qua harmfulness hoặc factuality; kiểm tra từng chiều.,Bedrock Evaluations; human reviewers,Domain 2,2.3,Generation quality,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Logical coherence,"• CONSISTENT REASONING
• CLEAR STRUCTURE
• NO CONTRADICTION",Tính mạch lạc logic,Logical coherence evaluates whether a response is internally consistent and logically connected.,"Đánh giá câu trả lời có cấu trúc và các ý kết nối hợp lý, không tự mâu thuẫn hoặc nhảy bước.",Chấm quan hệ giữa các câu/lập luận và tính nhất quán của hướng dẫn. Có thể dùng cùng helpfulness và faithfulness để phân biệt chất lượng trình bày với độ đúng nguồn.,Một hướng dẫn vừa nói “không cần restart” rồi kết luận “bắt buộc restart trước mọi bước” có thể bị trừ coherence.,"Câu trả lời dài, giải thích hoặc hướng dẫn nhiều bước.",Coherence cao không chứng minh factuality: một câu chuyện bịa vẫn có thể rất mạch lạc. Không thay metric grounding bằng coherence.,Bedrock Evaluations; LLM-as-a-judge,Domain 2,2.3,Generation quality,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Harmfulness score,"• HARMFUL CONTENT
• LOWER IS BETTER
• CHECK SCORE DIRECTION",Mức nội dung gây hại,Harmfulness measures the presence or degree of harmful content in a response.,Đo mức xuất hiện nội dung gây hại theo định nghĩa của bộ tiêu chí đánh giá.,Kết quả thể hiện chiều rủi ro: lower is better khi metric mang tên harmfulness. Cần đọc rubric và thang đo trước khi so; không tự gộp bằng trung bình với các quality score có chiều ngược.,"Walkthrough harmfulness=.02 là chiều mong muốn thấp; helpfulness=.84, coherence=.90, faithfulness=.76 có chiều mong muốn cao.",Đánh giá safety bên cạnh chất lượng ngôn ngữ và ích lợi.,Harmfulness thấp chưa bảo đảm câu trả lời hữu ích hoặc chính xác; model từ chối tất cả có thể ít harmful nhưng không đạt nhiệm vụ. Tên metric safety có thể có chiều khác harmfulness.,Bedrock Evaluations; human rubric,Domain 2,2.3,Generation quality,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Answer relevance,"• ANSWERS THE QUESTION
• ON-TOPIC
• SEPARATE FROM FAITHFULNESS",Độ liên quan của câu trả lời với câu hỏi,Answer relevance evaluates whether the generated response addresses the user's question.,Đo câu trả lời có trực tiếp xử lý điều người dùng hỏi hay bị lạc đề.,"Đối chiếu question và output, có thể dùng judge/rubric. Kết hợp faithfulness vì đúng câu hỏi và có nguồn hỗ trợ là hai điều khác nhau.",Hỏi cách đổi phương thức thanh toán nhưng bot chỉ trích policy bảo mật: có thể faithful với nguồn nhưng relevance thấp.,"Đánh giá RAG generation, truy tìm câu trả lời đúng nguồn nhưng không giúp giải quyết yêu cầu.","Không nhầm answer relevance với context relevance: một cái xét output, một cái xét passages được retriever đưa vào.",Bedrock Evaluations; RAG evaluation harness,Domain 2,2.3,Generation quality,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Recall at k (retrieval),"• RELEVANT FOUND IN TOP-k
• COVERAGE
• NOT ALWAYS HIT RATE",Độ bao phủ tài liệu liên quan trong top-k,Recall at k is the fraction of relevant documents retrieved within the first k results.,"Tỷ lệ tài liệu/passage liên quan được tìm thấy trong k kết quả đầu, so với tổng tài liệu liên quan theo nhãn.","Với mỗi query: |relevant∩top-k|/|relevant|, rồi tổng hợp theo quy ước. Cần relevant-document labels; k xác định giới hạn retrieval. Khi mỗi query chỉ có một relevant document, recall@k trung bình trùng hit rate@k.","Có 4 relevant docs, top5 chứa2 → Recall@5=.5. Bài báo Recall@5=.82; chỉ diễn giải “82% queries tìm thấy doc” khi nhãn/metric thực sự theo dạng một relevant doc hoặc hit rate.","Đo retriever có cung cấp đủ evidence trước khi trách generator; so chunking, embeddings, query expansion và k.","Không nhầm denominator với k. Tăng k có thể tăng recall nhưng thêm noise/tokens. Công thức không xác định nếu không có relevant docs; cần quy ước benchmark, không tự ghi 0/1.",Bedrock Knowledge Bases; retrieval benchmark,Domain 2,2.3,Retrieval metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
Precision at k (retrieval),"• RELEVANT / k
• RETRIEVAL NOISE
• CONTEXT COST",Tỷ lệ kết quả liên quan trong top-k,Precision at k measures the fraction of the top k retrieved documents that are relevant.,"Trong k kết quả đầu được lấy về, bao nhiêu kết quả là liên quan theo nhãn.",Công thức thông thường |relevant∩top-k|/k. Nếu hệ thống trả ít hơn k kết quả phải ghi rõ quy ước denominator; không âm thầm thay định nghĩa khi so các run.,Top5 có2 relevant → Precision@5=.4. Cùng ví dụ có4 relevant trong corpus → Recall@5=.5.,Đo độ nhiễu context và hiệu quả retrieval; kết hợp recall để chọn k/reranking.,"Precision@k cao không chứng minh đã thu đủ evidence, cũng không bảo đảm generator dùng evidence đúng. Citation precision là phép đo khác, xét passages đã được trích dẫn.",RAG evaluation harness; Knowledge Bases,Domain 2,2.3,Retrieval metrics,Skill Builder,https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ,15/09/2026
